Product Name,Price,Price per Unit
Woolworths 16 Pork Chipolatas 600g,$7.00,$11.67 / 1KG
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Microwave Brown Rice 250g,$1.75,$0.70 / 100G
Woolworths Microwave White Long Grain Rice Family 450g,$2.75,$0.61 / 100G
Vegeta Vegetable Gourmet Stock Powder 250g,$4.50,$0.18 / 10G
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Woolworths Party Sausage Rolls 24 Pack,$6.80,$0.76 / 100G
Essentials Raw Sugar 3kg,$4.80,$0.16 / 100G
Heinz Spaghetti Tomato & Cheese Pasta Tin Spaghetti Multipack 300g X3 Pack,$6.00,$0.67 / 100G
Spc Spaghetti Rich Tomato 420g,$2.20,$0.52 / 100G
Massel Gourmet Liquid Stock Vegetable 1l,$4.00,$0.40 / 100ML
Pauls Zymil Lactose Free Full Cream Long Life Milk 1l,$3.00,$3.00 / 1L
Woolworths Cook Beef Pepper Steaks 300g,$8.00,$26.67 / 1KG
Heinz Classic Creamy Pumpkin Soup Canned Vegetable Soup 535g,$2.20,$0.41 / 100G
Zucchini Green Punnet 500g,$3.50,$7.00 / 1KG
Heinz Big Red Tomato Soup For One 300g,$2.30,$0.77 / 100G
Woolworths Uht Skim Milk 1l,$1.60,$1.60 / 1L
Campbell's Real Stock Vegetable Liquid Stock 1l,$4.50,$0.45 / 100ML
Heinz Classic Creamy Tomato Soup Canned Vegetable Soup 535g,$2.20,$0.41 / 100G
Woolworths Baked Beans In Tomato Sauce 420g,$1.10,$0.26 / 100G
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Woolworths Chicken Liquid Stock 1l,$1.90,$0.19 / 100ML
Pumpkin Butternut Whole Each,$5.25,$5.25 / 1EA
Chicken Thigh Fillet Per Kg,$13.50,$13.50 / 1KG
Heinz Classic Hearty Vegetable Soup Canned Ready Meals 535g,$2.20,$0.41 / 100G
Woolworths 16 Pork Chipolatas 600g,$7.00,$11.67 / 1KG
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Microwave Brown Rice 250g,$1.75,$0.70 / 100G
Woolworths Microwave White Long Grain Rice Family 450g,$2.75,$0.61 / 100G
Vegeta Vegetable Gourmet Stock Powder 250g,$4.50,$0.18 / 10G
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Woolworths 8 Chicken Sausages 600g,$7.00,$11.67 / 1KG
Evergreen Wonton Wrappers 300g,$3.30,$1.10 / 100G
Sunrice Microwave Brown Rice Cup 125g X 2 Pack,$3.00,$1.20 / 100G
Woolworths Fresh Creamy Pumpkin Soup 300g,$3.00,$1.00 / 100G
Essentials Caster Sugar 1kg,$2.60,$0.26 / 100G
Campbell's Chunky Soup Beef & Veg 505g,$3.00,$0.59 / 100G
Sunrice Microwave Jasmine Rice Cup 125g X 2 Pack,$3.00,$1.20 / 100G
Csr Raw Sugar 1kg,$2.80,$0.28 / 100G
Mint Tongs 22cm 2 Pack,$3.50,
Ho Mai Spring Rolls Cocktail 1kg,$10.00,$1.00 / 100G
Spam Ham Classic 340g,$6.30,$18.53 / 1KG
Woolworths Rspca Approved Chicken Breast Fillet Min. 250g,$10.00,$10.00 / 1KG
Woolworths Homestyle Beef Rissoles 8 Pack,$8.50,$14.17 / 1KG
Dollar Sweets 100s & 1000s 190g,$2.30,$1.21 / 100G
Sellotape Sticky Tape Refill 18mmx25m 2 Pack,$3.95,
Heinz Spaghetti Multipack Pasta Tinned Spaghetti 220g X3 Pack,$4.90,$0.74 / 100G
Woolworths Microwave Basmati Rice 250g,$1.75,$0.70 / 100G
Chicken Schnitzel Parmi Crumbed Each,$3.70,$3.70 / 1EA
San Remo Rigatoni Pasta No 22 500g,$2.30,$0.46 / 100G
Campbell's Real Stock Beef Liquid Stock 1l,$4.50,$0.45 / 100ML
Woolworths Pasta Spirals 500g,$1.00,$0.20 / 100G
Leggo's Bolognese - Chunky Tomato Garlic & Herbs Pasta Sauce 500g,$4.30,$0.86 / 100G
Heinz Big Red Salt Reduced Condensed Tomato Soup 420g,$2.00,$0.48 / 100G
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
La Gina Italian Tomato Paste Passata 680g,$2.20,$0.32 / 100G
Woolworths Aussie Beef Gluten Free Sausage Mince 500g,$6.00,$12.00 / 1KG
Woolworths Fresh Chicken & Corn Soup Asian Style 300g,$3.00,$1.00 / 100G
Spc Spaghetti Rich Tomato 4 X 220g,$6.00,$0.68 / 100G
Lipton Quality Black Tea Bags 100 Pack,$7.00,$0.07 / 1EA
Woolworths Microwave Jasmine Rice 250g,$1.75,$0.70 / 100G
Woolworths Beef & Lamb Meatballs 400g,$8.00,$20.00 / 1KG
Woolworths Brown Rice Microwave Cups 2 Pack,$2.20,$0.88 / 100G
Woolworths Beef Liquid Stock 1l,$1.90,$0.19 / 100ML
Mutti Parma Polpa Finely Chopped Tomatoes 790g,$4.30,$5.44 / 1KG
Ginger Fresh Per Kg,$27.00,$27.00 / 1KG
Pumpkin Kent Each,$4.64,$4.64 / 1EA
Spc Spag-a-saurus Tomato & Cheese 420g,$2.20,$0.52 / 100G
Patties Sausage Roll Party 450g,$9.50,$2.11 / 100G
Heinz Big Red Condensed Tomato Soup 820g,$3.90,$0.48 / 100G
Heinz Big N Chunky Beef & Vegetable Soup Veggie Ready Meals 535g,$2.20,$0.41 / 100G
Sanitarium So Good Long Life Regular Soy Milk 1l,$2.20,$2.20 / 1L
Csr Raw Sugar 2kg,$3.90,$0.20 / 100G
Campbell's Real Stock Chicken Liquid Stock 1l,$4.50,$0.45 / 100ML
Queen Imitation Flavouring Vanilla 300ml,$3.00,$1.00 / 100ML
Dollar Sweets Sprinkles Magic 100s & 1000s 350g,$4.50,$1.29 / 100G
Woolworths Frozen Strawberries 500g,$6.20,$12.40 / 1KG
Woolworths Chicken Bulk Schnitzels 1.5kg,$15.50,$10.33 / 1KG
Woolworths White Rice Long Grain 5kg,$7.00,$0.14 / 100G
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Essentials Packet Soup Mix French Onion 40g,$0.45,$1.13 / 100G
Woolworths Potato & Leek Soup 300g,$3.00,$1.00 / 100G
Dolmio Classic Tomato With Basil Pasta Sauce 500g,$2.50,$0.50 / 100G
Heinz Spaghetti The Lil' One Multipack 130g X4 Pack,$5.70,$1.10 / 100G
Woolworths Washed Potatoes Bag 2kg,$7.50,$3.75 / 1KG
Spud Lite Prepack Potato 1.5kg,$6.00,$4.00 / 1KG
Starbucks By Nespresso House Blend Coffee Pods Capsules 10 Pack,$5.90,$0.59 / 1EA
Woolworths Chicken & Vegetable Soup Low Fat 300g,$3.00,$1.00 / 100G
Sunrice Microwave Basmati Rice Cup 120g X 2 Pack,$3.00,$1.25 / 100G
Heinz Classic Italian Minestrone Soup 535g,$2.20,$0.41 / 100G
Woolworths Jasmine Rice 1kg,$3.35,$0.34 / 100G
Woolworths Cook Marinated Lamb Steaks With Thyme Pepper & Garlic 270g,$8.50,$31.48 / 1KG
Woolworths Basmati Rice 1kg,$4.00,$0.40 / 100G
Massel Stock Powder Vegetable 168g,$3.75,$0.22 / 10G
Continental Cup A Soup Creamy Chicken With Lots Of Noodles 2 Pack,$2.80,$4.67 / 100G
Sunrice Microwave White Long Grain Rice Cup 125g X 2 Pack,$3.00,$1.20 / 100G
Woolworths Fresh Chicken Noodle Soup 300g,$3.00,$1.00 / 100G
Macro Chicken Tenderloins Free Range 450g - 650g,$13.00,$20.00 / 1KG
Essentials Chunky Pasta Sauce 700g,$2.50,$0.36 / 100G
Trang's Pastry Spring Roll Sheets 300g,$2.90,$0.97 / 100G
Woolworths Chickpeas No Added Salt 420g,$1.10,$0.26 / 100G
Mint Bamboo Skewer 25cm 200 Pack,$3.00,
Massel Ultra Ultracubes Vegetable 105g,$3.40,$0.32 / 10G
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Whole Earth Stevia Sugar Replacement Super Valuepack 350g,$6.90,$1.97 / 100G
Woolworths Party Pies 24 Pack,$6.50,$0.58 / 100G
Essentials Brown Sugar 1kg,$3.80,$0.38 / 100G
Peppercorn Beef Burger Extra Lean 500g,$10.00,$20.00 / 1KG
Queen Organic Vanilla Extract 50ml,$4.00,$0.80 / 10ML
Just Rooibos African Tea Bags 40 Pack,$7.00,$0.18 / 1EA
Woolworths Gold Sweet Potatoes Bag 1kg,$4.50,$4.50 / 1KG
Essentials Pasta Penne 500g,$0.90,$0.18 / 100G
Csr Caster Sugar 1kg,$3.00,$0.30 / 100G
Dolmio Extra Bolognese Tomato Pasta Sauce 500g,$4.00,$0.80 / 100G
Vitasoy Oat Milk 1l,$3.30,$3.30 / 1L
The Odd Bunch Avocado Prepacked 1kg,$5.00,$5.00 / 1KG
Borg's Pastizzis Triangles Spinach & Ricotta 360g,$3.50,$0.97 / 100G
Mrs Macs Microwave Giant Sausage Roll Frozen 175g,$3.20,$1.83 / 100G
Bonsoy Long Life Soy Milk 1l,$3.90,$3.90 / 1L
Home Essentials Kitchen Manchester Cotton Tea Towel Set 5 Pack,$6.00,$1.20 / 1EA
Herbert Adams Sausage Rolls King Island Beef Frozen 12 Pack,$8.50,$2.02 / 100G
Val Verde Passata Sauce 700g,$2.80,$0.40 / 100G
Queen Natural Vanilla Extract 150ml,$9.00,$6.00 / 100ML
Dolmio Extra Tomato Onion & Roast Garlic Pasta Sauce 500g,$4.00,$0.80 / 100G
Woolworths Chicken Schnitzels Garlic & Herb 600g,$10.50,$17.50 / 1KG
Woolworths Cook Pork Steaks With Sweet & Smokey Bbq Glaze 250g,$8.00,$32.00 / 1KG
Campbell's Condensed Soup Cream Of Chicken 420g,$2.20,$0.52 / 100G
Woolworths Fresh Pea & Ham Soup 300g,$3.00,$1.00 / 100G
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Sunrice Microwave Brown Rice & Quinoa Rice Cup 125g X 2 Pack,$3.50,$1.40 / 100G
Heinz Soup Of The Day Old Fashioned Chicken Soup Pouch 430g,$4.50,$1.05 / 100G
Campbell's Country Ladle Soup Chicken & Sweet Corn 505g,$3.00,$0.59 / 100G
Heinz Soup Of The Day Buttercup Pumpkin & Veg Soup Pouch 430g,$4.50,$1.05 / 100G
Woolworths Red Onions 1kg Bag,$3.90,$3.90 / 1KG
Woolworths White Washed Baby Potatoes Bag 1kg,$3.80,$3.80 / 1KG
Heinz Soup Of The Day 7 Veg With Garden Herbs Soup Pouch 430g,$4.50,$1.05 / 100G
Mint Silicone Tongs 2 Pack,$7.00,
Heinz Beanz Baked Beans In Tomato Sauce Multipack 300g X3 Pack,$6.00,$0.67 / 100G
Csr Brown Sugar 1kg,$4.30,$0.43 / 100G
Avocado Fresh 5 Pack,$5.00,$1.00 / 1EA
Continental Cup A Soup Creamy Chicken & Corn With Croutons 30g X 2 Pack,$2.80,$4.67 / 100G
Spc Baked Beans Rich Tomato 425g,$2.20,$0.52 / 100G
Essentials Parmesan Cheese 100g,$2.00,$20.00 / 1KG
Woolworths Angus Beef Burgers Sea Salt & Pepper 450g,$9.00,$20.00 / 1KG
Leggos Fresh Veal Tortellini 630g,$7.00,$1.11 / 100G
Continental Cup A Soup Classic Chicken Noodle 4 Pack,$3.00,$7.50 / 100G
Woolworths Lentils No Added Salt 420g,$1.10,$0.26 / 100G
Paperclick Scissors Soft Grip Each,$4.00,
Woolworths Pasta Macaroni 500g,$1.00,$0.20 / 100G
Patties Party Pack Mini Pies & Sausage Rolls 1kg,$16.90,$1.69 / 100G
Strepsils Sore Throat Antibacterial Lozenge Honey & Lemon 16 Pack,$6.00,$0.38 / 1EA
San Remo Trivelle Pasta 500g,$2.30,$0.46 / 100G
Campbell's Real Stock Chicken Liquid Stock 500ml,$2.75,$0.55 / 100ML
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Essentials Tomato Paste 500g,$1.40,$0.28 / 100G
Eggplant Fresh Each,$3.17,$3.17 / 1EA
Continental Cup A Soup Asian Laksa 2 Pack 65g,$2.80,$4.31 / 100G
Woolworths Chunky Vegetable Soup 300g,$3.00,$1.00 / 100G
Woolworths Bbq Classic Beef Burger 4 Pack,$8.50,$17.00 / 1KG
Mint Silicone Tongs 30cm Each,$6.00,
Woolworths Pork Shoulder Roast Boneless 1.3kg - 2.8kg,$22.40,$8.00 / 1KG
Latina Fresh Veal Tortellini Pasta 625g,$8.50,$1.36 / 100G
San Remo Spirals Large Pasta 500g,$2.30,$0.46 / 100G
Campbell's Real Stock Chicken Salt Reduced Liquid Stock 1l,$4.50,$0.45 / 100ML
Essentials Plain Flour 1kg,$1.20,$1.20 / 1KG
Woolworths Meat Pies 6 Pack,$5.70,$0.63 / 100G
Maggie Beer Natural Vegetable Stock 500ml,$5.00,$1.00 / 100ML
Viennetta Streets Vanilla Ice Cream Dessert Cake 650ml,$8.00,$1.23 / 100ML
Woolworths Rolled Traditional Oats 750g,$1.40,$0.19 / 100G
Campbell's Country Ladle Soup Minestrone 495g,$3.00,$0.61 / 100G
Essentials Kitchen Scissors Each,$2.50,
Ben's Original Savoury Chicken Flavour Microwave Rice Pouch 250g,$2.00,$0.80 / 100G
Zyrtec Rapid Acting Allergy & Hayfever Antihistamine Tablets 10 Pack,$13.00,$1.30 / 1EA
Woolworths Basmati Rice Microwave Cup 2 X125g,$2.20,$0.88 / 100G
Campbell's Country Ladle Soup Creamy Chicken 500g,$3.00,$0.60 / 100G
Woolworths Red Kidney Beans No Added Salt 420g,$1.10,$0.26 / 100G
Higher Living Rooibos African Tea 40 Pack,$5.50,$0.14 / 1EA
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Red Capsicum Each,$0.98,$0.98 / 1EA
Fresh Tomato Each,$0.43,$0.43 / 1EA
Woolworths Onion Brown Bag 1kg,$3.20,$3.20 / 1KG
Green Zucchini Each,$0.90,$0.90 / 1EA
Pumpkin Kent Cut Each,$2.03,$2.03 / 1EA
Capsicum Green Each,$0.98,$0.98 / 1EA
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Woolworths 8 Beef Sausages 600g,$7.00,$11.67 / 1KG
Woolworths Cook Roast Beef With Onion & Garlic Gravy 500g,$13.00,$26.00 / 1KG
Macro Organic Flour White Spelt 750g,$7.50,$10.00 / 1KG
Macro Free Range Chicken Breast Schnitzel 500g,$10.50,$21.00 / 1KG
Woolworths Jasmine Rice 5kg,$14.00,$0.28 / 100G
Latina Fresh Beef Ravioli Pasta Ravioli 625g,$8.50,$1.36 / 100G
Mckenzie's Cream Of Tartar 125g,$4.00,$3.20 / 100G
Macro Chicken Thigh Fillets Free Range 480g - 550g,$10.18,$18.50 / 1KG
Strength Meals Co Spiced Pumpkin & Lentil High Protein Soup 400g,$4.70,$1.18 / 100G
